1486492241.49,3.8,0.5,0
1486492247.65,3.8,0.5,0
1486492253.82,3.8,0.5,0
1486492260.00,3.8,0.5,0
1486492266.17,3.8,0.5,0
1486492272.35,3.8,0.5,0
1486492278.52,3.9,0.5,0
1486492284.70,3.9,0.5,0
1486492290.88,4.0,0.5,0
1486492297.06,4.1,0.5,0
1486492303.23,4.1,0.5,0
1486492309.41,4.1,0.5,0
1486492315.58,4.1,0.5,0
1486492321.76,4.1,0.5,0
1486492327.93,4.1,0.5,0
1486492334.10,4.2,0.5,0
1486492340.29,4.4,0.5,0
1486492346.46,4.4,0.5,0
1486492352.64,4.4,0.5,0
1486492358.81,4.4,0.5,0
1486492364.99,4.4,0.5,0
1486492371.16,4.5,0.5,0
1486492377.34,4.6,0.5,0
1486492383.51,4.5,0.5,0
1486492389.70,4.5,0.5,0
1486492395.87,4.5,0.5,0
1486492402.04,4.5,0.5,0
1486492407.05,4.5,0.5,0
1486492412.05,4.5,0.5,0
1486492417.06,4.5,0.5,0
1486492422.06,4.5,0.5,0
1486492427.07,4.5,0.5,0
1486492432.07,4.5,0.5,0
1486492437.07,4.5,0.5,0
1486492442.08,4.5,0.5,0
1486492447.08,4.5,0.5,0
1486492452.09,4.5,0.5,0
1486492457.09,4.5,0.5,0
1486492462.10,4.5,0.5,0
1486492467.10,4.5,0.5,0
1486492472.11,4.5,0.5,0
1486492477.11,4.5,0.5,0
1486492482.11,4.5,0.5,0
1486492487.12,4.5,0.5,0
1486492492.12,4.5,0.5,0
1486492497.13,4.5,0.5,0
1486492502.13,4.5,0.5,0
1486492507.13,4.5,0.5,0
1486492512.14,4.5,0.5,0
1486492517.14,4.5,0.5,0
1486492522.15,4.5,0.5,0
1486492527.15,4.5,0.5,0
1486492532.16,4.5,0.5,0
1486492537.16,4.5,0.5,0
1486492542.17,4.5,0.5,0
1486492547.17,4.5,0.5,0
1486492552.17,4.5,0.5,0
1486492557.18,4.5,0.5,0
1486492562.18,4.5,0.5,0
1486492567.19,4.5,0.5,0
1486492572.19,4.5,0.5,0
1486492577.20,4.5,0.5,0
1486492582.20,4.5,0.5,0
1486492587.20,4.5,0.5,0
