1486493585.62,49.9,0.37,0
1486493591.80,49.9,0.37,0
1486493597.97,49.9,0.37,0
1486493604.15,49.9,0.36,0
1486493610.32,49.9,0.37,0
1486493616.49,49.9,0.39,0
1486493622.67,49.9,0.4,0
1486493628.85,49.9,0.4,0
1486493635.03,49.9,0.4,0
1486493641.21,49.9,0.39,0
1486493647.38,49.9,0.38,0
1486493653.55,49.9,0.38,0
1486493659.73,49.9,0.37,0
1486493665.91,49.9,0.37,0
1486493672.08,49.9,0.37,0
1486493678.25,49.9,0.36,0
1486493684.43,49.9,0.37,0
1486493690.61,49.9,0.37,0
1486493696.79,49.9,0.36,0
1486493702.96,49.9,0.36,0
1486493709.14,49.9,0.36,0
1486493715.31,49.9,0.36,0
1486493721.49,49.9,0.35,0
1486493727.66,50.0,0.35,0
1486493733.84,50.0,0.35,0
1486493740.02,50.0,0.35,0
1486493746.19,50.0,0.35,0
1486493752.36,50.0,0.35,0
1486493758.54,50.0,0.36,0
1486493764.72,50.0,0.35,0
1486493770.89,50.0,0.35,0
1486493777.06,50.0,0.35,0
1486493783.25,49.9,0.36,0
1486493789.90,49.9,0.36,0
1486493796.07,50.0,0.37,0
1486493802.25,50.0,0.37,0
1486493808.43,50.0,0.36,0
1486493814.60,50.0,0.36,0
1486493820.78,50.0,0.35,0
1486493826.96,49.9,0.35,0
1486493833.13,50.0,0.35,0
1486493839.31,50.0,0.34,0
1486493845.48,50.0,0.34,0
1486493851.66,50.0,0.34,0
1486493857.84,50.0,0.35,0
1486493864.01,50.0,0.35,0
1486493870.19,50.0,0.35,0
1486493876.36,50.0,0.36,0
1486493882.54,50.0,0.38,0
1486493888.71,50.0,0.38,0
1486493894.88,50.0,0.37,0
1486493901.06,50.0,0.35,0
1486493907.25,50.0,0.35,0
1486493913.42,50.0,0.36,0
1486493919.59,50.0,0.35,0
1486493925.77,50.0,0.35,0
1486493931.94,50.0,0.35,0
1486493938.12,50.0,0.36,0
1486493944.29,50.0,0.36,0
1486493950.47,50.0,0.37,0
1486493956.65,50.0,0.36,0
1486493962.83,50.0,0.35,0
1486493969.00,50.0,0.34,0
1486493975.17,50.0,0.34,0
1486493981.35,50.0,0.34,0
1486493987.52,50.0,0.34,0
1486493993.70,50.0,0.34,0
1486493999.88,50.0,0.34,0
1486494006.06,50.0,0.34,0
1486494012.23,50.0,0.35,0
1486494018.41,50.0,0.35,0
1486494024.58,50.0,0.34,0
1486494030.76,50.0,0.34,0
1486494036.93,50.0,0.35,0
1486494043.11,50.0,0.35,0
1486494049.29,50.0,0.35,0
1486494055.47,50.0,0.35,0
1486494061.64,50.0,0.34,0
1486494067.81,50.0,0.33,0
1486494073.99,50.0,0.34,0
1486494080.16,50.0,0.34,0
1486494086.34,50.0,0.33,0
1486494092.51,50.0,0.33,0
1486494098.69,50.0,0.33,0
1486494104.87,50.0,0.33,0
1486494111.05,50.0,0.32,0
1486494117.22,50.0,0.33,0
1486494123.40,50.0,0.33,0
1486494129.57,50.0,0.34,0
1486494135.75,50.0,0.34,0
1486494141.92,50.0,0.34,0
1486494148.10,50.0,0.34,0
1486494154.28,50.0,0.34,0
1486494160.45,50.0,0.34,0
1486494166.62,50.0,0.34,0
1486494172.80,50.0,0.35,0
1486494178.98,50.0,0.36,0
1486494185.15,50.0,0.36,0
1486494191.32,50.0,0.34,0
1486494197.50,50.0,0.33,0
1486494203.68,50.0,0.33,0
1486494209.86,50.0,0.33,0
1486494216.04,50.0,0.33,0
1486494222.21,50.0,0.33,0
1486494228.38,50.0,0.34,0
1486494234.56,50.0,0.33,0
1486494240.73,50.0,0.33,0
1486494246.91,50.0,0.34,0
1486494253.09,50.0,0.34,0
1486494259.27,50.0,0.35,0
1486494265.44,50.0,0.35,0
1486494271.62,50.0,0.35,0
1486494277.79,50.0,0.35,0
1486494283.96,50.0,0.34,0
1486494290.14,50.0,0.32,0
1486494296.31,50.0,0.32,0
1486494302.50,50.0,0.32,0
1486494308.67,50.0,0.32,0
1486494314.85,50.0,0.33,0
1486494321.02,50.0,0.34,0
1486494327.20,50.0,0.33,0
1486494333.37,50.0,0.33,0
1486494339.55,50.0,0.33,0
1486494345.72,50.0,0.33,0
1486494351.90,50.0,0.34,0
1486494358.08,50.0,0.35,0
1486494364.25,50.0,0.35,0
1486494370.43,50.0,0.34,0
1486494376.61,50.0,0.33,0
1486494382.78,50.0,0.33,0
1486494388.95,50.0,0.33,0
1486494395.13,50.0,0.33,0
1486494401.31,50.0,0.34,0
1486494407.48,50.0,0.34,0
1486494413.66,50.0,0.33,0
1486494419.84,50.0,0.33,0
1486494426.01,50.0,0.33,0
1486494432.18,50.0,0.32,0
1486494438.36,50.0,0.31,0
1486494444.54,50.0,0.31,0
1486494450.72,50.0,0.3,0
1486494456.89,50.0,0.31,0
1486494463.07,50.0,0.31,0
1486494469.24,50.0,0.31,0
1486494475.42,50.0,0.31,0
1486494481.59,50.0,0.31,0
1486494487.77,50.0,0.32,0
1486494493.94,50.0,0.32,0
1486494500.12,50.0,0.32,0
1486494506.30,50.0,0.32,0
1486494512.47,50.0,0.32,0
1486494518.65,50.0,0.33,0
1486494524.83,50.0,0.33,0
1486494531.00,50.0,0.33,0
1486494537.17,50.0,0.33,0
1486494543.35,50.0,0.32,0
1486494549.53,50.0,0.32,0
1486494555.70,50.0,0.33,0
1486494561.88,50.0,0.32,0
1486494568.06,50.0,0.31,0
1486494574.23,50.0,0.3,0
1486494580.41,50.0,0.31,0
1486494586.58,50.0,0.31,0
1486494592.76,50.0,0.32,0
1486494598.94,50.0,0.33,0
