1486492937.13,49.8,0.44,0
1486492943.30,49.9,0.44,0
1486492949.48,49.9,0.45,0
1486492955.65,49.9,0.44,0
1486492961.83,49.9,0.44,0
1486492968.00,49.9,0.44,0
1486492974.17,49.9,0.44,0
1486492980.35,49.9,0.42,0
1486492986.52,49.9,0.42,0
1486492992.71,49.9,0.43,0
1486492998.88,49.9,0.43,0
1486493005.06,49.9,0.43,0
1486493011.23,49.9,0.44,0
1486493017.40,49.9,0.45,0
1486493023.58,49.9,0.43,0
1486493029.76,49.9,0.42,0
1486493035.93,49.9,0.42,0
1486493042.11,49.9,0.42,0
1486493048.28,49.9,0.42,0
1486493054.46,49.9,0.42,0
1486493060.64,49.9,0.43,0
1486493066.81,49.9,0.43,0
1486493072.98,49.9,0.43,0
1486493079.16,49.9,0.44,0
1486493085.33,49.9,0.44,0
1486493091.52,49.9,0.43,0
1486493097.69,49.9,0.41,0
1486493103.87,49.9,0.42,0
1486493110.04,49.9,0.43,0
1486493116.21,49.9,0.44,0
1486493122.39,49.9,0.43,0
1486493128.56,49.9,0.42,0
1486493134.74,49.9,0.4,0
1486493140.92,49.9,0.4,0
1486493147.10,49.9,0.41,0
1486493153.27,49.9,0.41,0
1486493159.45,49.9,0.42,0
1486493165.62,49.9,0.42,0
1486493171.80,49.9,0.42,0
1486493177.97,49.9,0.43,0
1486493184.14,49.9,0.42,0
1486493190.33,49.9,0.42,0
1486493196.50,49.9,0.41,0
1486493202.68,49.9,0.41,0
1486493208.85,49.9,0.4,0
1486493215.02,49.9,0.4,0
1486493221.20,49.9,0.41,0
1486493227.38,49.9,0.41,0
1486493233.55,49.9,0.41,0
1486493239.73,49.9,0.41,0
1486493245.91,49.9,0.4,0
1486493252.08,49.9,0.4,0
1486493258.26,49.9,0.41,0
1486493264.43,49.9,0.41,0
1486493270.61,49.9,0.41,0
1486493276.78,49.9,0.41,0
1486493282.96,49.9,0.4,0
1486493289.14,49.9,0.4,0
1486493295.31,49.9,0.4,0
1486493301.48,49.9,0.4,0
1486493307.66,49.9,0.39,0
1486493313.84,49.9,0.39,0
1486493320.01,49.9,0.39,0
1486493326.19,49.9,0.39,0
1486493332.36,49.9,0.39,0
1486493338.54,49.9,0.38,0
1486493344.72,49.9,0.38,0
1486493350.89,49.9,0.39,0
1486493357.07,49.9,0.39,0
1486493363.24,49.9,0.39,0
1486493369.42,49.9,0.39,0
1486493375.59,49.9,0.39,0
1486493381.77,49.9,0.41,0
1486493387.95,49.9,0.41,0
1486493394.13,49.9,0.42,0
1486493400.30,49.9,0.43,0
1486493406.47,49.9,0.42,0
1486493412.65,49.9,0.4,0
1486493418.82,49.9,0.39,0
1486493425.00,49.9,0.39,0
1486493431.17,49.9,0.4,0
1486493437.36,49.9,0.4,0
1486493443.53,49.9,0.39,0
1486493449.70,49.9,0.38,0
1486493455.88,49.9,0.38,0
1486493462.06,49.9,0.38,0
1486493468.28,49.9,0.39,0
1486493474.45,49.9,0.4,0
1486493480.63,49.9,0.42,0
1486493486.81,49.9,0.42,0
1486493492.99,49.9,0.42,0
1486493499.16,49.9,0.4,0
1486493505.34,49.9,0.4,0
1486493511.51,49.9,0.41,0
1486493517.69,49.9,0.41,0
1486493523.86,49.9,0.41,0
1486493530.04,49.9,0.4,0
1486493536.22,49.9,0.39,0
1486493542.39,49.9,0.38,0
1486493548.57,49.9,0.36,0
1486493554.74,49.9,0.37,0
1486493560.91,49.9,0.38,0
1486493567.09,49.9,0.38,0
1486493573.27,49.9,0.37,0
1486493579.44,49.9,0.36,0
