1486494916.35,50.1,0.32,0,1
1486494918.60,50.1,0.31,0,1
1486494920.84,50.1,0.31,0,1
1486494923.08,50.1,0.31,0,1
1486494925.32,50.1,0.31,0,1
1486494927.57,50.1,0.32,0,1
1486494929.82,50.1,0.32,0,1
1486494932.06,50.1,0.33,0,1
1486494934.30,50.1,0.33,0,1
1486494936.54,50.1,0.33,0,1
1486494938.79,50.1,0.33,0,1
1486494941.03,50.1,0.33,0,1
1486494943.27,50.1,0.33,0,1
1486494945.51,50.1,0.33,0,1
1486494947.76,50.1,0.33,0,1
1486494950.01,50.1,0.33,0,1
1486494952.25,50.1,0.33,0,1
1486494954.49,50.1,0.33,0,1
1486494956.73,50.1,0.33,0,1
1486494958.98,50.1,0.34,0,1
1486494961.22,50.1,0.34,0,1
1486494963.51,50.1,0.35,0,1
1486494965.76,50.1,0.35,0,1
1486494968.01,50.1,0.35,0,1
1486494970.25,50.1,0.35,0,1
1486494972.49,50.1,0.35,0,1
1486494974.73,50.1,0.35,0,1
1486494976.97,50.1,0.35,0,1
1486494979.22,50.1,0.35,0,1
1486494981.46,50.1,0.34,0,1
1486494983.70,50.1,0.35,0,1
1486494985.95,50.1,0.35,0,1
1486494988.20,50.1,0.35,0,1
1486494990.44,50.1,0.35,0,1
1486494992.68,50.1,0.35,0,1
1486494994.92,50.1,0.36,0,1
1486494997.17,50.1,0.36,0,1
1486494999.41,50.1,0.36,0,1
1486495001.66,50.1,0.36,0,1
1486495003.90,50.1,0.36,0,1
1486495006.14,50.1,0.36,0,1
1486495008.39,50.1,0.36,0,1
1486495010.63,50.1,0.35,0,1
1486495012.87,50.1,0.35,0,1
1486495015.11,50.1,0.35,0,1
1486495017.36,50.1,0.35,0,1
1486495019.60,50.1,0.34,0,1
1486495021.85,50.1,0.34,0,1
1486495024.09,50.1,0.35,0,1
1486495026.33,50.1,0.36,0,1
1486495028.58,50.1,0.37,0,1
1486495030.82,50.1,0.38,0,1
1486495033.06,50.1,0.39,0,1
1486495035.30,50.1,0.39,0,1
1486495037.55,50.1,0.39,0,1
1486495039.80,50.1,0.38,0,1
1486495042.04,50.1,0.38,0,1
1486495044.28,50.1,0.38,0,1
1486495046.52,50.1,0.37,0,1
1486495048.77,50.1,0.37,0,1
1486495051.01,50.1,0.37,0,1
1486495053.25,50.1,0.37,0,1
1486495055.49,50.1,0.37,0,1
1486495057.74,50.1,0.38,0,1
1486495059.99,50.1,0.39,0,1
1486495062.23,50.1,0.39,0,1
1486495064.47,50.1,0.4,0,1
1486495066.71,50.1,0.4,0,1
1486495068.96,50.1,0.4,0,1
1486495071.20,50.1,0.4,0,1
1486495073.44,50.1,0.4,0,1
1486495075.69,50.1,0.4,0,1
