1486531236.60,57.7,0.28,-6849.,1
1486531239.58,57.7,0.26,-6849.,1
1486531242.55,57.7,0.25,-6849.,1
1486531245.27,57.7,0.25,-6850.,1
1486531248.25,57.6,0.25,-6850.,1
1486531251.73,57.6,0.25,-6850.,1
1486531254.70,57.7,0.26,-6850.,1
1486531258.18,57.7,0.26,-6800.,1
1486531261.13,57.7,0.26,-6800.,1
1486531264.10,57.7,0.26,-6849.,1
1486531266.85,57.7,0.27,-6850.,1
1486531269.83,57.7,0.27,-6850.,1
1486531273.05,57.7,0.27,-6850.,1
1486531276.03,57.7,0.26,-6850.,1
1486531279.00,57.7,0.26,-6850.,1
1486531282.48,57.7,0.26,-6850.,1
1486531285.97,57.7,0.26,-6850.,1
1486531288.91,57.7,0.26,-6849.,1
1486531291.89,57.7,0.26,-6849.,1
1486531294.88,57.7,0.26,-6849.,1
1486531297.60,57.7,0.25,-6849.,1
1486531301.09,57.7,0.25,-6849.,1
1486531303.80,57.7,0.24,-6849.,1
1486531306.50,57.7,0.24,-6849.,1
1486531309.25,57.7,0.24,-6850.,1
1486531311.97,57.7,0.25,-6850.,1
1486531315.45,57.7,0.25,-6850.,1
1486531318.18,57.7,0.26,-6849.,1
1486531321.15,57.7,0.26,-6850.,1
1486531324.38,57.7,0.25,-6850.,1
1486531327.35,57.7,0.25,-6850.,1
1486531330.35,57.7,0.25,-6850.,1
1486531333.30,57.7,0.25,-6850.,1
1486531336.28,57.7,0.25,-6850.,1
1486531339.28,57.7,0.25,-6850.,1
1486531342.50,57.7,0.25,-6850.,1
1486531345.98,57.7,0.26,-6850.,1
1486531349.46,57.7,0.28,-6849.,1
1486531352.89,57.7,0.29,-6899.,1
1486531355.86,57.7,0.29,-6899.,1
1486531358.61,57.7,0.29,-6899.,1
1486531362.09,57.7,0.28,-6899.,1
1486531365.57,57.7,0.27,-6899.,1
1486531369.04,57.7,0.26,-6899.,1
1486531372.24,57.7,0.26,-6899.,1
1486531374.97,57.7,0.25,-6899.,1
1486531378.44,57.7,0.25,-6850.,1
1486531381.42,57.7,0.25,-6899.,1
1486531384.62,57.7,0.25,-6899.,1
1486531388.10,57.7,0.25,-6849.,1
1486531391.10,57.7,0.25,-6849.,1
1486531394.08,57.7,0.26,-6850.,1
1486531397.08,57.7,0.27,-6850.,1
1486531400.25,57.7,0.27,-6850.,1
1486531403.73,57.7,0.27,-6850.,1
1486531406.73,57.7,0.27,-6850.,1
1486531410.21,57.7,0.27,-6850.,1
1486531413.16,57.7,0.26,-6850.,1
1486531416.64,57.7,0.26,-6850.,1
1486531419.61,57.7,0.26,-6900.,1
1486531422.59,57.7,0.25,-6899.,1
1486531425.81,57.7,0.25,-6899.,1
1486531428.78,57.7,0.25,-6899.,1
1486531431.52,57.7,0.26,-6899.,1
1486531434.72,57.7,0.25,-6849.,1
1486531437.71,57.7,0.26,-6849.,1
1486531440.68,57.7,0.26,-6850.,1
1486531443.43,57.7,0.26,-6850.,1
1486531446.15,57.7,0.26,-6850.,1
1486531448.89,57.7,0.26,-6899.,1
1486531452.34,57.7,0.26,-6900.,1
1486531455.34,57.7,0.26,-6900.,1
1486531458.81,57.7,0.26,-6900.,1
1486531462.28,57.7,0.26,-6899.,1
1486531465.51,57.7,0.26,-6899.,1
1486531468.98,57.7,0.26,-6850.,1
1486531472.17,57.7,0.25,-6850.,1
1486531474.92,57.7,0.25,-6850.,1
1486531477.64,57.7,0.25,-6899.,1
1486531480.64,57.7,0.25,-6900.,1
1486531483.83,57.7,0.25,-6900.,1
1486531486.83,57.7,0.25,-6900.,1
1486531490.30,57.7,0.25,-6900.,1
1486531493.78,57.7,0.25,-6900.,1
1486531496.75,57.7,0.26,-6900.,1
1486531500.22,57.7,0.26,-6899.,1
1486531503.20,57.7,0.27,-6899.,1
1486531505.92,57.7,0.27,-6900.,1
1486531508.89,57.7,0.27,-6900.,1
1486531511.64,57.7,0.27,-6850.,1
1486531514.83,57.7,0.27,-6850.,1
1486531517.57,57.7,0.27,-6850.,1
1486531520.30,57.7,0.27,-6850.,1
1486531523.04,57.7,0.28,-6849.,1
1486531525.99,57.7,0.28,-6849.,1
1486531529.46,57.7,0.28,-6849.,1
1486531532.46,57.7,0.28,-6900.,1
1486531535.68,57.7,0.28,-6899.,1
1486531538.66,57.7,0.26,-6899.,1
1486531541.89,57.7,0.26,-6849.,1
1486531545.08,57.7,0.24,-6849.,1
1486531547.82,57.7,0.23,-6849.,1
1486531550.55,57.7,0.24,-6850.,1
1486531553.77,57.7,0.25,-6850.,1
1486531556.74,57.7,0.28,-6900.,1
1486531560.00,57.7,0.28,-6899.,1
1486531562.69,57.7,0.28,-6899.,1
1486531566.17,57.7,0.27,-6899.,1
1486531569.42,57.7,0.27,-6899.,1
1486531572.14,57.7,0.26,-6899.,1
1486531575.11,57.7,0.27,-6899.,1
1486531577.85,57.7,0.28,-6899.,1
1486531580.57,57.7,0.29,-6900.,1
1486531583.77,57.7,0.3,-6900.,1
1486531587.25,57.7,0.29,-6850.,1
1486531590.23,57.7,0.28,-6850.,1
1486531592.95,57.7,0.28,-6900.,1
1486531595.69,57.7,0.28,-6900.,1
