1486495607.95,50.1,0.49,0,0
1486495610.42,50.1,0.49,0,0
1486495612.89,50.1,0.49,0,0
1486495615.36,50.1,0.48,0,0
1486495617.83,50.2,0.48,0,0
1486495620.30,50.2,0.48,0,0
1486495622.77,50.2,0.48,0,0
1486495625.24,50.2,0.48,0,0
1486495627.71,50.2,0.48,0,0
1486495630.18,50.1,0.49,0,0
1486495632.65,50.1,0.49,0,0
1486495635.12,50.1,0.49,0,0
1486495637.59,50.1,0.49,0,0
1486495640.06,50.1,0.48,0,0
1486495642.54,50.1,0.48,0,0
1486495645.00,50.2,0.47,0,0
1486495647.47,50.2,0.47,0,0
1486495649.94,50.2,0.47,0,0
1486495652.41,50.2,0.48,0,0
1486495654.89,50.2,0.48,0,0
1486495657.35,50.2,0.49,0,0
1486495659.83,50.2,0.49,0,0
1486495662.29,50.2,0.48,0,0
1486495664.77,50.2,0.48,0,0
1486495667.24,50.2,0.48,0,0
1486495669.71,50.2,0.48,0,0
1486495672.18,50.2,0.48,0,0
1486495674.64,50.2,0.47,0,0
1486495677.12,50.2,0.47,0,0
1486495679.59,50.2,0.46,0,0
1486495682.06,50.2,0.45,0,0
1486495684.53,50.2,0.45,0,0
1486495687.00,50.2,0.45,0,0
1486495689.47,50.2,0.46,0,0
1486495691.94,50.2,0.45,0,0
1486495694.41,50.2,0.45,0,0
1486495696.88,50.2,0.45,0,0
1486495699.35,50.2,0.45,0,0
1486495701.82,50.2,0.45,0,0
1486495704.29,50.2,0.45,0,0
1486495706.76,50.2,0.45,0,0
1486495709.23,50.2,0.47,0,0
1486495711.70,50.2,0.49,0,0
1486495714.18,50.2,0.49,0,0
1486495716.64,50.2,0.49,0,0
1486495719.12,50.2,0.48,0,0
1486495721.58,50.2,0.47,0,0
1486495724.05,50.2,0.46,0,0
1486495726.53,50.2,0.46,0,0
1486495728.99,50.2,0.46,0,0
1486495731.47,50.2,0.46,0,0
1486495733.93,50.2,0.46,0,0
1486495736.41,50.2,0.47,0,0
1486495738.88,50.2,0.47,0,0
1486495741.35,50.2,0.47,0,0
1486495743.82,50.2,0.46,0,0
1486495746.28,50.2,0.46,0,0
1486495748.76,50.2,0.45,0,0
1486495751.22,50.2,0.45,0,0
1486495753.70,50.2,0.45,0,0
1486495756.17,50.2,0.45,0,0
1486495758.64,50.2,0.46,0,0
1486495761.11,50.2,0.46,0,0
1486495763.58,50.2,0.46,0,0
1486495766.05,50.2,0.46,0,0
1486495768.52,50.2,0.45,0,0
1486495770.99,50.2,0.44,0,0
1486495773.46,50.2,0.43,0,0
1486495775.93,50.2,0.43,0,0
1486495778.40,50.2,0.43,0,0
1486495780.87,50.2,0.44,0,0
1486495783.34,50.2,0.44,0,0
1486495785.82,50.2,0.44,0,0
1486495788.28,50.2,0.45,0,0
