1486494758.42,50.1,0.31,0,0
1486494764.65,50.1,0.3,0,0
1486494770.90,50.0,0.31,0,0
1486494777.15,50.1,0.31,0,0
1486494783.40,50.1,0.31,0,0
1486494789.65,50.0,0.31,0,0
1486494795.91,50.0,0.32,0,0
1486494802.16,50.1,0.32,0,0
1486494808.40,50.1,0.32,0,0
1486494814.66,50.1,0.31,0,0
1486494820.91,50.1,0.3,0,1
1486494827.25,50.1,0.3,0,1
1486494833.49,50.1,0.32,0,1
1486494839.74,50.0,0.32,0,1
1486494846.00,50.0,0.32,0,1
1486494852.24,50.1,0.31,0,1
1486494858.49,50.1,0.3,0,1
1486494864.75,50.1,0.32,0,1
1486494871.00,50.1,0.32,0,1
1486494877.25,50.1,0.31,0,1
1486494883.50,50.1,0.3,0,1
1486494889.73,50.1,0.3,0,1
1486494895.98,50.1,0.31,0,1
1486494902.23,50.1,0.31,0,1
